lemma	word form	sentence	doc index	sent index	token index	tokenized sentence	is_randomized
eat	ate	After i explained to him that cannibal meant they ate each other, and that, as he was not to my knowledge either a goblin or a gremlin, he was perfectly safe.	30632	66	9	('After', 'i', 'explained', 'to', 'him', 'that', 'cannibal', 'meant', 'they', 'ate', 'each', 'other', ',', 'and', 'that', ',', 'as', 'he', 'was', 'not', 'to', 'my', 'knowledge', 'either', 'a', 'goblin', 'or', 'a', 'gremlin', ',', 'he', 'was', 'perfectly', 'safe', '.')	False
eat	eats	There's always fat kat who eats alfie's breakfast, the greedy moose.	10286	3	6	"('There', ""'s"", 'always', 'fat', 'kat', 'who', 'eats', 'alfie', ""'s"", 'breakfast', ',', 'the', 'greedy', 'moose', '.')"	False
eat	eat	But i do eat, and when we come back, there is a message on our phone from jerry wanting us to join him at the 'oyster bar' across the street.	26238	21	3	"('But', 'i', 'do', 'eat', ',', 'and', 'when', 'we', 'come', 'back', ',', 'there', 'is', 'a', 'message', 'on', 'our', 'phone', 'from', 'jerry', 'wanting', 'us', 'to', 'join', 'him', 'at', 'the', ""'"", 'oyster', 'bar', ""'"", 'across', 'the', 'street', '.')"	False
eat	eat	I'm supposed to go eat with my mom tonight and i guess we're going to fredericksburg tomorrow.	16913	11	5	"('I', ""'m"", 'supposed', 'to', 'go', 'eat', 'with', 'my', 'mom', 'tonight', 'and', 'i', 'guess', 'we', ""'re"", 'going', 'to', 'fredericksburg', 'tomorrow', '.')"	False
eat	ate	We ate in a courtyard on a picnic table.	21336	64	1	('We', 'ate', 'in', 'a', 'courtyard', 'on', 'a', 'picnic', 'table', '.')	False
eat	eat	Yvette picks on me like, youre half  ilocana , thats why you eat some nasty shit.	4082	22	16	('Yvette', 'picks', 'on', 'me', 'like', ',', 'you', 're', 'half', ' ', 'ilocana', ',', 'that', 's', 'why', 'you', 'eat', 'some', 'nasty', 'shit', '.')	False
earn	earned	I had a threesome of this yesterday, so i figured it earned a place in blog history.	4245	1	12	('I', 'had', 'a', 'threesome', 'of', 'this', 'yesterday', ',', 'so', 'i', 'figured', 'it', 'earned', 'a', 'place', 'in', 'blog', 'history', '.')	False
eat	eating	So we finnish eating, and we go find him laying down on a bench.	29486	17	3	('So', 'we', 'finnish', 'eating', ',', 'and', 'we', 'go', 'find', 'him', 'laying', 'down', 'on', 'a', 'bench', '.')	False
earn	earn	He'd earn your highest respects or worst case scenario, fall for the guy if he does turn out to be the conventional good boy he poses to be...	12897	41	2	"('He', ""'d"", 'earn', 'your', 'highest', 'respects', 'or', 'worst', 'case', 'scenario', ',', 'fall', 'for', 'the', 'guy', 'if', 'he', 'does', 'turn', 'out', 'to', 'be', 'the', 'conventional', 'good', 'boy', 'he', 'poses', 'to', 'be', '...')"	False
earn	earned	Prior to this class, around 25% earned as and 30% or so earned bs.	37799	9	15	('Prior', 'to', 'this', 'class', ',', 'around', '25', '%', 'earned', 'as', 'and', '30', '%', 'or', 'so', 'earned', 'bs', '.')	False
eat	eats	so basically, we have ourselves a full grown man who eats, breathes, and pees the lsat, and has no intention of going to law school.	23976	12	11	('so', 'basically', ',', 'we', 'have', 'ourselves', 'a', 'full', 'grown', 'man', 'who', 'eats', ',', 'breathes', ',', 'and', 'pees', 'the', 'lsat', ',', 'and', 'has', 'no', 'intention', 'of', 'going', 'to', 'law', 'school', '.')	False
earn	earn	In maybe like 8 years or so, get a job where i can earn the money i need for whatever i am going to do.	13808	3	14	('In', 'maybe', 'like', '8', 'years', 'or', 'so', ',', 'get', 'a', 'job', 'where', 'i', 'can', 'earn', 'the', 'money', 'i', 'need', 'for', 'whatever', 'i', 'am', 'going', 'to', 'do', '.')	False
earn	earned	Here we are, spending our hard earned money for taxes, taxes which go to programs like welfare, promoting the american way of life (sucking the blood outta the guys who've got cash!)	16766	1	7	"('Here', 'we', 'are', ',', 'spending', 'our', 'hard', 'earned', 'money', 'for', 'taxes', ',', 'taxes', 'which', 'go', 'to', 'programs', 'like', 'welfare', ',', 'promoting', 'the', 'american', 'way', 'of', 'life', '(', 'sucking', 'the', 'blood', 'outta', 'the', 'guys', 'who', ""'ve"", 'got', 'cash', '!', ')')"	False
earn	earn	money is indeed hard to earn.	26538	16	5	('money', 'is', 'indeed', 'hard', 'to', 'earn', '.')	False
earn	earning	A father of two children, jairo said he often shops at the state-subsidized markets and has just enrolled in the program that assists adults in earning high school diplomas.	30535	27	28	('A', 'father', 'of', 'two', 'children', ',', 'jairo', 'said', 'he', 'often', 'shops', 'at', 'the', 'state', '-', 'subsidized', 'markets', 'and', 'has', 'just', 'enrolled', 'in', 'the', 'program', 'that', 'assists', 'adults', 'in', 'earning', 'high', 'school', 'diplomas', '.')	False
eat	eat	So that gave me some time to eat a little something-something and check the newsgroups online to see if there was anything good.	16340	4	7	('So', 'that', 'gave', 'me', 'some', 'time', 'to', 'eat', 'a', 'little', 'something', '-', 'something', 'and', 'check', 'the', 'newsgroups', 'online', 'to', 'see', 'if', 'there', 'was', 'anything', 'good', '.')	False
earn	earn	I've decided i'd like to try and become a high school teacher, and gain acceptance to a concurrent program at brock university, where i'll be able to earn a bachelor of arts and a bachelor of education at the same time.	31724	19	32	"('I', ""'ve"", 'decided', 'i', ""'d"", 'like', 'to', 'try', 'and', 'become', 'a', 'high', 'school', 'teacher', ',', 'and', 'gain', 'acceptance', 'to', 'a', 'concurrent', 'program', 'at', 'brock', 'university', ',', 'where', 'i', ""'ll"", 'be', 'able', 'to', 'earn', 'a', 'bachelor', 'of', 'arts', 'and', 'a', 'bachelor', 'of', 'education', 'at', 'the', 'same', 'time', '.')"	False
eat	eaten	I had killed and eaten another human being...	1237	73	4	('I', 'had', 'killed', 'and', 'eaten', 'another', 'human', 'being', '...')	False
earn	earning	Some of them were working in the twin towers the morning of september 11, 2001 earning a better life for their families.	10795	21	16	('Some', 'of', 'them', 'were', 'working', 'in', 'the', 'twin', 'towers', 'the', 'morning', 'of', 'september', '11', ',', '2001', 'earning', 'a', 'better', 'life', 'for', 'their', 'families', '.')	False
eat	eat	Drive safe, eat lots of barbecue, dont use illegal fireworks and blow your hand off, and all that good stuff.	4062	53	3	('Drive', 'safe', ',', 'eat', 'lots', 'of', 'barbecue', ',', 'do', 'nt', 'use', 'illegal', 'fireworks', 'and', 'blow', 'your', 'hand', 'off', ',', 'and', 'all', 'that', 'good', 'stuff', '.')	False
eat	eats	No one there eats except me and another girl, i have yet to learn her name.	37345	56	3	('No', 'one', 'there', 'eats', 'except', 'me', 'and', 'another', 'girl', ',', 'i', 'have', 'yet', 'to', 'learn', 'her', 'name', '.')	False
eat	eat	Today at work, the chinese pony league team came in to eat, all 27 of them, and they sat everywhere.	8052	11	12	('Today', 'at', 'work', ',', 'the', 'chinese', 'pony', 'league', 'team', 'came', 'in', 'to', 'eat', ',', 'all', '27', 'of', 'them', ',', 'and', 'they', 'sat', 'everywhere', '.')	False
earn	earned	They were subjugated, and whatever rights they enjoyed was directly proportionate to how much money they earned, by entertaining constantly and by acquiring a  danna  or sugar-daddy.	22165	5	17	('They', 'were', 'subjugated', ',', 'and', 'whatever', 'rights', 'they', 'enjoyed', 'was', 'directly', 'proportionate', 'to', 'how', 'much', 'money', 'they', 'earned', ',', 'by', 'entertaining', 'constantly', 'and', 'by', 'acquiring', 'a', ' ', 'danna', ' ', 'or', 'sugar', '-', 'daddy', '.')	False
eat	eating	angie, i just got the image of you eating like a squirrel.	2020	0	9	('angie', ',', 'i', 'just', 'got', 'the', 'image', 'of', 'you', 'eating', 'like', 'a', 'squirrel', '.')	False
earn	earn	Yeah, but i didn't earn them.	17527	78	6	"('Yeah', ',', 'but', 'i', 'did', ""n't"", 'earn', 'them', '.')"	False
earn	earned	I guess its par for the course and solidfies the 'flakester' nickname he has earned!	13180	9	16	"('I', 'guess', 'its', 'par', 'for', 'the', 'course', 'and', 'solidfies', 'the', ""'"", 'flakester', ""'"", 'nickname', 'he', 'has', 'earned', '!')"	False
eat	eaten	The no cookies thing was a minor disappointment until i took up my half eaten lunch and saw a line of cookies out for the next lunch.	11613	23	14	('The', 'no', 'cookies', 'thing', 'was', 'a', 'minor', 'disappointment', 'until', 'i', 'took', 'up', 'my', 'half', 'eaten', 'lunch', 'and', 'saw', 'a', 'line', 'of', 'cookies', 'out', 'for', 'the', 'next', 'lunch', '.')	False
earn	earned	But by the same token, i've earned my way here by working for everything that i have.	10569	15	8	"('But', 'by', 'the', 'same', 'token', ',', 'i', ""'ve"", 'earned', 'my', 'way', 'here', 'by', 'working', 'for', 'everything', 'that', 'i', 'have', '.')"	False
earn	earned	I know that i am young, that i haven't 'earned my stripes' so to speak.	22126	8	12	"('I', 'know', 'that', 'i', 'am', 'young', ',', 'that', 'i', 'have', ""n't"", ""'"", 'earned', 'my', 'stripes', ""'"", 'so', 'to', 'speak', '.')"	False
eat	eat	Every time i eat anything with meat in it i have to floss right afterwards.	38784	7	3	('Every', 'time', 'i', 'eat', 'anything', 'with', 'meat', 'in', 'it', 'i', 'have', 'to', 'floss', 'right', 'afterwards', '.')	False
earn	earned	and i don't think anyone else has a right to my hard earned money.	5748	8	13	"('and', 'i', 'do', ""n't"", 'think', 'anyone', 'else', 'has', 'a', 'right', 'to', 'my', 'hard', 'earned', 'money', '.')"	False
eat	eat	I'm gonna go eat, which is what i do best.	30816	16	5	"('I', ""'m"", 'gon', 'na', 'go', 'eat', ',', 'which', 'is', 'what', 'i', 'do', 'best', '.')"	False
earn	earn	Or you're only going to earn 1.5% on your money for the next twenty years, but hey, i was really just a little jealous that she was having a better time than i was serving her.	11714	17	6	"('Or', 'you', ""'re"", 'only', 'going', 'to', 'earn', '1.5', '%', 'on', 'your', 'money', 'for', 'the', 'next', 'twenty', 'years', ',', 'but', 'hey', ',', 'i', 'was', 'really', 'just', 'a', 'little', 'jealous', 'that', 'she', 'was', 'having', 'a', 'better', 'time', 'than', 'i', 'was', 'serving', 'her', '.')"	False
earn	earning	Now to get more details and to start earning straight away all you have to do is to sign up (free)with scriptlance by following the link given below :     urllink www.scriptlance.com	36365	14	8	('Now', 'to', 'get', 'more', 'details', 'and', 'to', 'start', 'earning', 'straight', 'away', 'all', 'you', 'have', 'to', 'do', 'is', 'to', 'sign', 'up', '(', 'free)with', 'scriptlance', 'by', 'following', 'the', 'link', 'given', 'below', ':', '    ', 'urllink', 'www.scriptlance.com')	False
eat	ate	{again} and we ate lots and lots and lots of chocolate cake.	5311	5	5	('{', 'again', '}', 'and', 'we', 'ate', 'lots', 'and', 'lots', 'and', 'lots', 'of', 'chocolate', 'cake', '.')	False
earn	earning	From what i can tell he has had to work damned hard to get where he is today, earning what he is earning, so he is entitled to 'brag' a bit, not that i've noticed him shouting out 'i've got loads of money and you're all worthelss because you haven't', nor have i ever heard him claim he's better than anyone else because of it.	14201	7	23	"('From', 'what', 'i', 'can', 'tell', 'he', 'has', 'had', 'to', 'work', 'damned', 'hard', 'to', 'get', 'where', 'he', 'is', 'today', ',', 'earning', 'what', 'he', 'is', 'earning', ',', 'so', 'he', 'is', 'entitled', 'to', ""'"", 'brag', ""'"", 'a', 'bit', ',', 'not', 'that', 'i', ""'ve"", 'noticed', 'him', 'shouting', 'out', ""'"", 'i', ""'ve"", 'got', 'loads', 'of', 'money', 'and', 'you', ""'re"", 'all', 'worthelss', 'because', 'you', 'have', ""n't"", ""'"", ',', 'nor', 'have', 'i', 'ever', 'heard', 'him', 'claim', 'he', ""'s"", 'better', 'than', 'anyone', 'else', 'because', 'of', 'it', '.')"	False
earn	earned	Masked men jump out in front of buses, waving guns and rob the passengers of their hard earned money made at markets.	12409	22	19	('Masked', 'men', 'jump', 'out', 'in', 'front', 'of', 'buses', ',', '\xa0', 'waving', 'guns', 'and', 'rob', 'the', 'passengers', 'of', 'their', 'hard', 'earned', 'money', 'made', 'at', 'markets', '.')	False
earn	earn	It also makes me think, maybe we christians have too much of a 'earn and buy' mentality, instead of a 'save and invest' mentality when we deal with those that don't know god.	25091	10	15	"('It', 'also', 'makes', 'me', 'think', ',', 'maybe', 'we', 'christians', 'have', 'too', 'much', 'of', 'a', ""'"", 'earn', 'and', 'buy', ""'"", 'mentality', ',', 'instead', 'of', 'a', ""'"", 'save', 'and', 'invest', ""'"", 'mentality', 'when', 'we', 'deal', 'with', 'those', 'that', 'do', ""n't"", 'know', 'god', '.')"	False
eat	ate	Anyhow, last weekend i went to the ny auto show with church friends, ate dinner at this mexican joint called 'mi nidito's,' and went to see 'better luck tomorrow.'  ny auto show - i am now convinced about how much of a waste it is to spend more than $35 k on a car.	24877	2	15	"('Anyhow', ',', 'last', 'weekend', 'i', 'went', 'to', 'the', 'ny', 'auto', 'show', 'with', 'church', 'friends', ',', 'ate', 'dinner', 'at', 'this', 'mexican', 'joint', 'called', ""'"", 'mi', 'nidito', ""'s"", ',', ""'"", 'and', 'went', 'to', 'see', ""'"", 'better', 'luck', 'tomorrow', '.', ""'"", ' ', 'ny', 'auto', 'show', '-', 'i', 'am', 'now', 'convinced', 'about', 'how', 'much', 'of', 'a', 'waste', 'it', 'is', 'to', 'spend', 'more', 'than', '$', '35', 'k', 'on', 'a', 'car', '.')"	False
earn	earn	At another facility in kansas city, boys who rack up months of good behavior earn the right to attend summer basketball camp.	1301	7	15	('At', 'another', 'facility', 'in', 'kansas', 'city', ',', 'boys', 'who', 'rack', 'up', 'months', 'of', 'good', 'behavior', 'earn', 'the', 'right', 'to', 'attend', 'summer', 'basketball', 'camp', '.')	False
earn	earn	i can take over his business one day or work in some big companies to earn more money..so overall	3802	5	15	('i', 'can', 'take', 'over', 'his', 'business', 'one', 'day', 'or', 'work', 'in', 'some', 'big', 'companies', 'to', 'earn', 'more', 'money', '..', 'so', 'overall')	False
earn	earns	That right there earns my respect.	8664	5	3	('That', 'right', 'there', 'earns', 'my', 'respect', '.')	False
earn	earn	Surely you know people who earn much more than you who don't have your education, your skills, or your intelligence.	8378	7	5	"('Surely', 'you', 'know', 'people', 'who', 'earn', 'much', 'more', 'than', 'you', 'who', 'do', ""n't"", 'have', 'your', 'education', ',', 'your', 'skills', ',', 'or', 'your', 'intelligence', '.')"	False
eat	eat	On friday afternoon, on the way home from sacramento, i manage to avoid the car that wanted to eat troll's bumper, the fire watchers, remember?	23857	2	20	"('On', 'friday', 'afternoon', ',', 'on', 'the', 'way', 'home', 'from', 'sacramento', ',', 'i', 'manage', 'to', 'avoid', 'the', 'car', 'that', 'wanted', 'to', 'eat', 'troll', ""'s"", 'bumper', ',', 'the', 'fire', 'watchers', ',', 'remember', '?')"	False
earn	earn	You don't trust people easily, but when they do earn your trust, you are loyal to them, sometimes to a fault.	8740	13	11	"('You', 'do', ""n't"", 'trust', 'people', 'easily', ',', 'but', 'when', 'they', 'do', 'earn', 'your', 'trust', ',', 'you', 'are', 'loyal', 'to', 'them', ',', 'sometimes', 'to', 'a', 'fault', '.')"	False
eat	eating	i guess these religious leaders should try eating their own dog foods.	37518	62	7	('i', 'guess', 'these', 'religious', 'leaders', 'should', 'try', 'eating', 'their', 'own', 'dog', 'foods', '.')	False
eat	eated	At night i was with paulo pimentel and gabriel drummond, we took the bus to guara and eated at mcdonald.	28324	8	18	('At', 'night', 'i', 'was', 'with', 'paulo', 'pimentel', 'and', 'gabriel', 'drummond', ',', 'we', 'took', 'the', 'bus', 'to', 'guara', 'and', 'eated', 'at', 'mcdonald', '.')	False
eat	eaten	eaten sushi: never ever ever.  been on stage: no.  been dumped: no.	32732	26	0	('eaten', 'sushi', ':', 'never', 'ever', 'ever', '.', ' ', 'been', 'on', 'stage', ':', 'no', '.', ' ', 'been', 'dumped', ':', 'no', '.')	False
eat	ate	We went through the drive-thru and ate the burgers in the car.	16881	27	8	('We', 'went', 'through', 'the', 'drive', '-', 'thru', 'and', 'ate', 'the', 'burgers', 'in', 'the', 'car', '.')	False
earn	earning	I think that instead of voting for women who have developed bitchy attitudes without earning the right to have them, they voted for people that they thought were nice.	32715	31	14	('I', 'think', 'that', 'instead', 'of', 'voting', 'for', 'women', 'who', 'have', 'developed', 'bitchy', 'attitudes', 'without', 'earning', 'the', 'right', 'to', 'have', 'them', ',', 'they', 'voted', 'for', 'people', 'that', 'they', 'thought', 'were', 'nice', '.')	False
earn	earned	This is not something which drops out of the heavens, and is a value which needs to be truely earned at each and every level.  2.	8348	6	20	('This', 'is', 'not', 'something', 'which', 'drops', 'out', 'of', 'the', 'heavens', ',', 'and', 'is', 'a', 'value', 'which', 'needs', 'to', 'be', 'truely', 'earned', 'at', 'each', 'and', 'every', 'level', '.', ' ', '2', '.')	False
eat	ate	Then i just took my leftover chicken from the night before and got the kc masterpiece sauce out and ate that while reading a little of milton’s paradise lost.	23218	27	19	('Then', 'i', 'just', 'took', 'my', 'leftover', 'chicken', 'from', 'the', 'night', 'before', 'and', 'got', 'the', 'kc', 'masterpiece', 'sauce', 'out', 'and', 'ate', 'that', 'while', 'reading', 'a', 'little', 'of', 'milton', '’s', 'paradise', 'lost', '.')	False
eat	ate	Lawyer meets an officer & a gentleman   on a rainy saturday last month, ate tin-tin and i attended the wedding of one of our elementary school friends, formerly known as michelle anne chiongson (i know i know, wedding 568,000 for me it seems like!).	15636	0	15	('Lawyer', 'meets', 'an', 'officer', '&', 'a', 'gentleman', '  ', 'on', 'a', 'rainy', 'saturday', 'last', 'month', ',', 'ate', 'tin', '-', 'tin', 'and', 'i', 'attended', 'the', 'wedding', 'of', 'one', 'of', 'our', 'elementary', 'school', 'friends', ',', 'formerly', 'known', 'as', 'michelle', 'anne', 'chiongson', '(', 'i', 'know', 'i', 'know', ',', 'wedding', '568,000', 'for', 'me', 'it', 'seems', 'like', '!', ')', '.')	False
earn	earned	He's earned that drink.	23850	30	2	"('He', ""'s"", 'earned', 'that', 'drink', '.')"	False
earn	earn	What about guys who don't earn a lot?	28822	24	6	"('What', 'about', 'guys', 'who', 'do', ""n't"", 'earn', 'a', 'lot', '?')"	False
earn	earn	So the taxes that will actually be raised will fall on people who earn less than bill clinton and have far, far less than john kerry: for instance, you.	18742	8	13	('So', 'the', 'taxes', 'that', 'will', 'actually', 'be', 'raised', 'will', 'fall', 'on', 'people', 'who', 'earn', 'less', 'than', 'bill', 'clinton', 'and', 'have', 'far', ',', 'far', 'less', 'than', 'john', 'kerry', ':', 'for', 'instance', ',', 'you', '.')	False
eat	eat	So we'll go there, see van gogh, eat a mother's dat brunch and then we'll be heading to c'ville.	23630	8	10	"('So', 'we', ""'ll"", 'go', 'there', ',', 'see', 'van', 'gogh', ',', 'eat', 'a', 'mother', ""'s"", 'dat', 'brunch', 'and', 'then', 'we', ""'ll"", 'be', 'heading', 'to', ""c'ville"", '.')"	False
earn	earned	This situation made me appreciate the companies that do care that i'm giving them my hard-earned (and in this case, much needed) money.	29731	5	18	"('This', 'situation', 'made', 'me', 'appreciate', 'the', 'companies', 'that', 'do', 'care', 'that', 'i', ""'m"", 'giving', 'them', 'my', 'hard', '-', 'earned', '(', 'and', 'in', 'this', 'case', ',', 'much', 'needed', ')', 'money', '.')"	False
eat	ate	Yesterday wasn't so bad because josh took a vacation day (it was his birthday!), so we ate breakfast together and watched a movie on tv.	18437	2	21	"('Yesterday', 'was', ""n't"", 'so', 'bad', 'because', 'josh', 'took', 'a', 'vacation', 'day', '(', 'it', 'was', 'his', 'birthday', '!', ')', ',', 'so', 'we', 'ate', 'breakfast', 'together', 'and', 'watched', 'a', 'movie', 'on', 'tv', '.')"	False
eat	eating	I have got to start eating better!	33444	9	5	('I', 'have', 'got', 'to', 'start', 'eating', 'better', '!')	False
eat	ate	We went and got a refund, then bought some pizza and ate it at a lookout which gives you a view of the entire city.	15683	14	12	('We', 'went', 'and', 'got', 'a', 'refund', ',', 'then', 'bought', 'some', 'pizza', 'and', 'ate', 'it', 'at', 'a', 'lookout', 'which', 'gives', 'you', 'a', 'view', 'of', 'the', 'entire', 'city', '.')	False
earn	earned	She also boasted that the heinz family charity, john kerry, 'earned his medals the old-fashioned way.'	27500	21	13	"('She', 'also', 'boasted', 'that', 'the', 'heinz', 'family', 'charity', ',', 'john', 'kerry', ',', ""'"", 'earned', 'his', 'medals', 'the', 'old', '-', 'fashioned', 'way', '.', ""'"")"	False
earn	earning	Recently, two books by  urllink p. j. o'rourke  have come into my possession (specifically,  urllink  give war a chance   and  urllink  peace kills: america's fun new imperialism  ), and this got me thinking: here's a guy traveling about the globe, doing a type of second-generation gonzo journalism (which is all the more funny, since the hardcore free-market guy o'rourke is not exactly cut from the same ideological cloth as  urllink hunter s. thompson ), earning a respectable living from making fun of the respectable and  faux  respectable elements in world society.	22742	1	99	"('Recently', ',', 'two', 'books', 'by', ' ', 'urllink', 'p.', 'j.', ""o'rourke"", ' ', 'have', 'come', 'into', 'my', 'possession', '(', 'specifically', ',', ' ', 'urllink', ' ', 'give', 'war', 'a', 'chance', '  ', 'and', ' ', 'urllink', ' ', 'peace', 'kills', ':', 'america', ""'s"", 'fun', 'new', 'imperialism', ' ', ')', ',', 'and', 'this', 'got', 'me', 'thinking', ':', 'here', ""'s"", 'a', 'guy', 'traveling', 'about', 'the', 'globe', ',', 'doing', 'a', 'type', 'of', 'second', '-', 'generation', 'gonzo', 'journalism', '(', 'which', 'is', 'all', 'the', 'more', 'funny', ',', 'since', 'the', 'hardcore', 'free', '-', 'market', 'guy', ""o'rourke"", 'is', 'not', 'exactly', 'cut', 'from', 'the', 'same', 'ideological', 'cloth', 'as', ' ', 'urllink', 'hunter', 's.', 'thompson', ')', ',', 'earning', 'a', 'respectable', 'living', 'from', 'making', 'fun', 'of', 'the', 'respectable', 'and', ' ', 'faux', ' ', 'respectable', 'elements', 'in', 'world', 'society', '.')"	False
earn	earn	A couple of sponges on another man's wealth might want to steer clear of using the word 'earn' so much.	27500	22	19	"('A', 'couple', 'of', 'sponges', 'on', 'another', 'man', ""'s"", 'wealth', 'might', 'want', 'to', 'steer', 'clear', 'of', 'using', 'the', 'word', ""'"", 'earn', ""'"", 'so', 'much', '.')"	False
eat	eat	We don't eat much sugar anymore, and that was way overdose.	9630	20	3	"('We', 'do', ""n't"", 'eat', 'much', 'sugar', 'anymore', ',', 'and', 'that', 'was', 'way', 'overdose', '.')"	False
earn	earning	Others work for a sense of satisfaction, and with the incentive scheme, earning that reward gives you that sense of satisfaction, where you're happy and feel pleased with yourself.	10487	11	14	"('Others', 'work', 'for', 'a', 'sense', 'of', 'satisfaction', ',', 'and', 'with', 'the', 'incentive', 'scheme', ',', 'earning', 'that', 'reward', 'gives', 'you', 'that', 'sense', 'of', 'satisfaction', ',', 'where', 'you', ""'re"", 'happy', 'and', 'feel', 'pleased', 'with', 'yourself', '.')"	False
eat	eat	eat  urllink it  gwb.	24063	1	0	('eat', ' ', 'urllink', 'it', ' ', 'gwb', '.')	False
eat	eat	Well, today has been kind of cool, i went to eat lunch with jon and then we watched a movie.	23391	5	12	('Well', ',', 'today', 'has', 'been', 'kind', 'of', 'cool', ',', 'i', 'went', 'to', 'eat', 'lunch', 'with', 'jon', 'and', 'then', 'we', 'watched', 'a', 'movie', '.')	False
earn	earned	Come stand with me barefoot in the wet grass we can listen to the rain and watch the storm blow over lightning lights the sky take my hand as the rain comes down smile just because you're here and everything seems right  retreat to the back porch relax on the swing spend time well earned and talk about nothings i'm leaving soon but this moment is perfect nothing matters, except that you're with me  the night fades away sunshine brightens a sleeping face never found the words to tell how much i care just one more, kiss good-bye knowing its not,	11664	0	56	"('Come', 'stand', 'with', 'me', 'barefoot', 'in', 'the', 'wet', 'grass', 'we', 'can', 'listen', 'to', 'the', 'rain', 'and', 'watch', 'the', 'storm', 'blow', 'over', 'lightning', 'lights', 'the', 'sky', 'take', 'my', 'hand', 'as', 'the', 'rain', 'comes', 'down', 'smile', 'just', 'because', 'you', ""'re"", 'here', 'and', 'everything', 'seems', 'right', ' ', 'retreat', 'to', 'the', 'back', 'porch', 'relax', 'on', 'the', 'swing', 'spend', 'time', 'well', 'earned', 'and', 'talk', 'about', 'nothings', 'i', ""'m"", 'leaving', 'soon', 'but', 'this', 'moment', 'is', 'perfect', 'nothing', 'matters', ',', 'except', 'that', 'you', ""'re"", 'with', 'me', ' ', 'the', 'night', 'fades', 'away', 'sunshine', 'brightens', 'a', 'sleeping', 'face', 'never', 'found', 'the', 'words', 'to', 'tell', 'how', 'much', 'i', 'care', 'just', 'one', 'more', ',', 'kiss', 'good', '-', 'bye', 'knowing', 'its', 'not', ',')"	False
