lemma	word form	sentence	doc index	sent index	token index	tokenized sentence	randomized indices	randomized tokenized sentence	randomized token index	is_randomized
eat	eat	its like..wad else can we eat?	115	7	7	('its', 'like', '..', 'wad', 'else', 'can', 'we', 'eat', '?')				False
eat	ate	As well as swimming we also ate a lot, played baseball and the kids had a pinata.	37967	8	6	('As', 'well', 'as', 'swimming', 'we', 'also', 'ate', 'a', 'lot', ',', 'played', 'baseball', 'and', 'the', 'kids', 'had', 'a', 'pinata', '.')				False
eat	ate	ate tin-tin is very apprehensive when it comes to twists and turns and upside down motions because she gets sick easily, but somehow we got her on this ride which is all about those things and more.	15503	34	0	('ate', 'tin', '-', 'tin', 'is', 'very', 'apprehensive', 'when', 'it', 'comes', 'to', 'twists', 'and', 'turns', 'and', 'upside', 'down', 'motions', 'because', 'she', 'gets', 'sick', 'easily', ',', 'but', 'somehow', 'we', 'got', 'her', 'on', 'this', 'ride', 'which', 'is', 'all', 'about', 'those', 'things', 'and', 'more', '.')				False
eat	eating	We'll be eating mouthwatering hotdogs, delicious chips, and savory soft drinks.	7242	8	3	"('We', ""'ll"", 'be', 'eating', 'mouthwatering', 'hotdogs', ',', 'delicious', 'chips', ',', 'and', 'savory', 'soft', 'drinks', '.')"				False
eat	eat	today was such a fun day... later going to eat jap food(moz prob) wif family.......	33896	38	10	('today', 'was', 'such', 'a', 'fun', 'day', '...', 'later', 'going', 'to', 'eat', 'jap', 'food(moz', 'prob', ')', 'wif', 'family', '.......')				False
eat	ate	So we ate at the cracker barrel and they had the most amusing hangman game there.	30821	19	2	('So', 'we', 'ate', 'at', 'the', 'cracker', 'barrel', 'and', 'they', 'had', 'the', 'most', 'amusing', 'hangman', 'game', 'there', '.')				False
eat	eat	Afterwards we went to friendly's to eat.	15435	9	7	"('Afterwards', 'we', 'went', 'to', 'friendly', ""'s"", 'to', 'eat', '.')"				False
eat	eat	And then after mass i met up with gabby...and gabby asked her mom who asked my aunt if i can spend the day with gabby and my aunt said 'okay' and...first we picked up gabby's dad who didn't look like he was in a quite good mood...then we went to eat brunch at 'mimi's'  uhhm, went back to gabby's, gabby and i played nintendo...	26603	3	60	"('And', 'then', 'after', 'mass', 'i', 'met', 'up', 'with', 'gabby', '...', 'and', 'gabby', 'asked', 'her', 'mom', 'who', 'asked', 'my', 'aunt', 'if', 'i', 'can', 'spend', 'the', 'day', 'with', 'gabby', 'and', 'my', 'aunt', 'said', ""'"", 'okay', ""'"", 'and', '...', 'first', 'we', 'picked', 'up', 'gabby', ""'s"", 'dad', 'who', 'did', ""n't"", 'look', 'like', 'he', 'was', 'in', 'a', 'quite', 'good', 'mood', '...', 'then', 'we', 'went', 'to', 'eat', 'brunch', 'at', ""'"", 'mimi', ""'s"", ""'"", ' ', 'uhhm', ',', 'went', 'back', 'to', 'gabby', ""'s"", ',', 'gabby', 'and', 'i', 'played', 'nintendo', '...')"				False
eat	eating	But more than makeup, you have a natural glow that comes from eating well and lots of exercise.	13480	7	13	('But', 'more', 'than', 'makeup', ',', 'you', 'have', 'a', 'natural', 'glow', 'that', 'comes', 'from', 'eating', 'well', 'and', 'lots', 'of', 'exercise', '.')				False
eat	eating	I grew up as the only korean on the block, only speaking english, eating so many different kinds of food.	24465	25	15	('I', 'grew', 'up', 'as', 'the', 'only', 'korean', 'on', 'the', 'block', ',', 'only', 'speaking', 'english', ',', 'eating', 'so', 'many', 'different', 'kinds', 'of', 'food', '.')				False
eat	eat	I think i can see why critics would eat this movie up... good acting, well written script, revolutionary camera work and special effects (for the time...	24366	11	8	('I', 'think', 'i', 'can', 'see', 'why', 'critics', 'would', 'eat', 'this', 'movie', 'up', '...', 'good', 'acting', ',', 'well', 'written', 'script', ',', 'revolutionary', 'camera', 'work', 'and', 'special', 'effects', '(', 'for', 'the', 'time', '...')				False
eat	eating	we went to peony's just because we didnt feel like walking around chinatown and end up eating at some little dirty restaurant.	36913	7	18	"('we', 'went', 'to', 'peony', ""'s"", 'just', 'because', 'we', 'did', 'nt', 'feel', 'like', 'walking', 'around', 'chinatown', 'and', 'end', 'up', 'eating', 'at', 'some', 'little', 'dirty', 'restaurant', '.')"				False
eat	eat	I suppose i ought to find something to eat and try to find my ritalin.	31971	61	8	('I', 'suppose', 'i', 'ought', 'to', 'find', 'something', 'to', 'eat', 'and', 'try', 'to', 'find', 'my', 'ritalin', '.')				False
eat	eat	We wanted to get something to eat, so we had to go to this really weird way to get to the cafeteria:  the shower stall in a bathroom had a staircase instead of a back wall.	24587	14	6	('We', 'wanted', 'to', 'get', 'something', 'to', 'eat', ',', 'so', 'we', 'had', 'to', 'go', 'to', 'this', 'really', 'weird', 'way', 'to', 'get', 'to', 'the', 'cafeteria', ':', ' ', 'the', 'shower', 'stall', 'in', 'a', 'bathroom', 'had', 'a', 'staircase', 'instead', 'of', 'a', 'back', 'wall', '.')				False
eat	eating	Then when he was done eating he got up and i should have known better than to let him go off by himself....	33339	39	5	('Then', 'when', 'he', 'was', 'done', 'eating', 'he', 'got', 'up', 'and', 'i', 'should', 'have', 'known', 'better', 'than', 'to', 'let', 'him', 'go', 'off', 'by', 'himself', '....')				False
eat	eat	I a)went to the mall, ate applebees with rachel :-d. 2)took the wildlife safari and saw giant elk, deer and their fawns, pronghorn, bison, bears and evil birds that tried to eat us.	39700	5	38	('I', 'a)went', 'to', 'the', 'mall', ',', 'ate', 'applebees', 'with', 'rachel', ':', '-d', '.', '2)took', 'the', 'wildlife', 'safari', 'and', 'saw', 'giant', 'elk', ',', 'deer', 'and', 'their', 'fawns', ',', 'pronghorn', ',', 'bison', ',', 'bears', 'and', 'evil', 'birds', 'that', 'tried', 'to', 'eat', 'us', '.')				False
eat	eat	Having pondered what could be done to celebrate it, something different from just going out to eat, the mushroom had a wonderful idea.	23819	2	17	('Having', 'pondered', 'what', 'could', 'be', 'done', 'to', 'celebrate', 'it', ',', 'something', 'different', 'from', 'just', 'going', 'out', 'to', 'eat', ',', 'the', 'mushroom', 'had', 'a', 'wonderful', 'idea', '.')				False
eat	eating	He came later just b4 eating d steamboat  but until then, it was a silent trip for me...  when to play bowling, first time played n  it wasn`t that hard but after i felt confident,  mr. gutter sucked my balls so well i was so  embarrased...	15121	6	5	('He', 'came', 'later', 'just', 'b4', 'eating', 'd', 'steamboat', ' ', 'but', 'until', 'then', ',', 'it', 'was', 'a', 'silent', 'trip', 'for', 'me', '...', ' ', 'when', 'to', 'play', 'bowling', ',', 'first', 'time', 'played', 'n', ' ', 'it', 'wasn`t', 'that', 'hard', 'but', 'after', 'i', 'felt', 'confident', ',', ' ', 'mr', '.', 'gutter', 'sucked', 'my', 'balls', 'so', 'well', 'i', 'was', 'so', ' ', 'embarrased', '...')				False
eat	ate	I chatted on aim, ate my food, and typed all this!	36738	49	5	('I', 'chatted', 'on', 'aim', ',', 'ate', 'my', 'food', ',', 'and', 'typed', 'all', 'this', '!')				False
eat	eating	After eating i go back to sleep.	10615	10	1	('After', 'eating', 'i', 'go', 'back', 'to', 'sleep', '.')				False
eat	eat	I'd sip root beer and eat matt's chocolate chip cookies from grandma's famous glass cookie jar, and sing with harry caray during the 7th inning stretch.	11908	7	6	"('I', ""'d"", 'sip', 'root', 'beer', 'and', 'eat', 'matt', ""'s"", 'chocolate', 'chip', 'cookies', 'from', 'grandma', ""'s"", 'famous', 'glass', 'cookie', 'jar', ',', 'and', 'sing', 'with', 'harry', 'caray', 'during', 'the', '7th', 'inning', 'stretch', '.')"				False
eat	eat	Decline to be seated at a restaurant, and simply eat their complimentary mints by the cash register.	18512	104	10	('Decline', 'to', 'be', 'seated', 'at', 'a', 'restaurant', ',', 'and', 'simply', 'eat', 'their', 'complimentary', 'mints', 'by', 'the', 'cash', 'register', '.')				False
eat	eating	Now that she knows the sign for cheese that is all she asks for.  speaking of eating, uncle erik would be happy to here that she eats with a spoon with her left hand.	17688	15	18	('Now', 'that', 'she', 'knows', 'the', 'sign', 'for', 'cheese', 'that', 'is', 'all', 'she', 'asks', 'for', '.', ' ', 'speaking', 'of', 'eating', ',', 'uncle', 'erik', 'would', 'be', 'happy', 'to', 'here', 'that', 'she', 'eats', 'with', 'a', 'spoon', 'with', 'her', 'left', 'hand', '.')				False
eat	eat	Sheesh, there's nothing to eat here, and both my drivers are in coll(harvin and edgar) :(	12350	22	6	"('Sheesh', ',', 'there', ""'s"", 'nothing', 'to', 'eat', 'here', ',', 'and', 'both', 'my', 'drivers', 'are', 'in', 'coll(harvin', 'and', 'edgar', ')', ':(')"				False
eat	ate	Actually, i was chatting online with ate cyn cuz she was transferring britney’s new cd via aim to me.	15535	4	7	('Actually', ',', 'i', 'was', 'chatting', 'online', 'with', 'ate', 'cyn', 'cuz', 'she', 'was', 'transferring', 'britney', '’s', 'new', 'cd', 'via', 'aim', 'to', 'me', '.')				False
eat	eat	but at least we have food to eat-im grateful..	13960	9	7	('but', 'at', 'least', 'we', 'have', 'food', 'to', 'eat', '-', 'im', 'grateful', '..')				False
eat	eating	I love valentine's day because, significant other or not, it's a holiday that encourages eating lots of candy, so it's up there with halloween and easter for me.	12090	4	18	"('I', 'love', 'valentine', ""'s"", 'day', 'because', ',', 'significant', 'other', 'or', 'not', ',', 'it', ""'s"", 'a', 'holiday', 'that', 'encourages', 'eating', 'lots', 'of', 'candy', ',', 'so', 'it', ""'s"", 'up', 'there', 'with', 'halloween', 'and', 'easter', 'for', 'me', '.')"				False
eat	eat	As well as the self serve,  there are two a la carte restaurants where we may also eat at no extra charge.	17450	11	19	('As', 'well', 'as', 'the', 'self', 'serve', ',', ' ', 'there', 'are', 'two', 'a', 'la', 'carte', 'restaurants', 'where', 'we', 'may', 'also', 'eat', 'at', 'no', 'extra', 'charge', '.')				False
eat	eats	[11:56 pm]: and it eats away at things  nickmac11	31751	4150	7	('[', '11:56', 'pm', ']', ':', 'and', 'it', 'eats', 'away', 'at', 'things', ' ', 'nickmac11')				False
eat	eating	When she came back, i promptly dumped her like a visit to the restroom after eating at khan's mongolian bbq.	7216	14	16	"('When', 'she', 'came', 'back', ',', 'i', 'promptly', 'dumped', 'her', 'like', 'a', 'visit', 'to', 'the', 'restroom', 'after', 'eating', 'at', 'khan', ""'s"", 'mongolian', 'bbq', '.')"				False
eat	eaten	In totaly, i think i must have eaten about 620 calories of her food.	32671	13	8	('In', 'totaly', ',', 'i', 'think', 'i', 'must', 'have', 'eaten', 'about', '620', 'calories', 'of', 'her', 'food', '.')				False
eat	ate	Finally went into my tutor class, to have my digital camers inspected by mr maher, whilst i ate a cucumber and tomato sandwich.	14370	11	19	('Finally', 'went', 'into', 'my', 'tutor', 'class', ',', 'to', 'have', 'my', 'digital', 'camers', 'inspected', 'by', 'mr', 'maher', ',', 'whilst', 'i', 'ate', 'a', 'cucumber', 'and', 'tomato', 'sandwich', '.')				False
eat	eat	More than 100 residents of jap road and supporters of their effort to maintain its name gathered at an open-air bar on wednesday evening to drink beer, eat barbecue and ponder how to thwart their opponents.	10530	21	30	('More', 'than', '100', 'residents', 'of', 'jap', 'road', 'and', 'supporters', 'of', 'their', 'effort', 'to', 'maintain', 'its', 'name', 'gathered', 'at', 'an', 'open', '-', 'air', 'bar', 'on', 'wednesday', 'evening', 'to', 'drink', 'beer', ',', 'eat', 'barbecue', 'and', 'ponder', 'how', 'to', 'thwart', 'their', 'opponents', '.')				False
eat	eat	Well, i'm gonna go on another bike ride today after i go with my dad, and i have to eat breakfast and brush my teeth	30034	13	23	"('Well', ',', 'i', ""'m"", 'gon', 'na', 'go', 'on', 'another', 'bike', 'ride', 'today', 'after', 'i', 'go', 'with', 'my', 'dad', ',', 'and', 'i', 'have', 'to', 'eat', 'breakfast', 'and', 'brush', 'my', 'teeth')"				False
eat	eat	the chicken wings..ok la..theo's chicken wings nicer..i bought my comics dere..so i was reading it all the while..even when dere's one customer..i observed how my aunt served..get the hot towel..asked for his name..get the bottle of chivas..a cup..pour alittle chivas..mixed wif more den 3/4 of ice water..stir..prepare fruits n nuts..juz like tt...he requested to watch channel news asia...but my aunt misunderstand tot he wanted to watch japanese news...n he juz sat dere watched the news..eat nuts fruits drink diluted chivas n it costs $42.18 @_@ high expense...he left at 10+pm..n b4 11pm my mum n i left too..	36150	33	114	"('the', 'chicken', 'wings', '..', 'ok', 'la', '..', 'theo', ""'s"", 'chicken', 'wings', 'nicer', '..', 'i', 'bought', 'my', 'comics', 'dere', '..', 'so', 'i', 'was', 'reading', 'it', 'all', 'the', 'while', '..', 'even', 'when', 'dere', ""'s"", 'one', 'customer', '..', 'i', 'observed', 'how', 'my', 'aunt', 'served', '..', 'get', 'the', 'hot', 'towel', '..', 'asked', 'for', 'his', 'name', '..', 'get', 'the', 'bottle', 'of', 'chivas', '..', 'a', 'cup', '..', 'pour', 'alittle', 'chivas', '..', 'mixed', 'wif', 'more', 'den', '3/4', 'of', 'ice', 'water', '..', 'stir', '..', 'prepare', 'fruits', 'n', 'nuts', '..', 'juz', 'like', 'tt', '...', 'he', 'requested', 'to', 'watch', 'channel', 'news', 'asia', '...', 'but', 'my', 'aunt', 'misunderstand', 'tot', 'he', 'wanted', 'to', 'watch', 'japanese', 'news', '...', 'n', 'he', 'juz', 'sat', 'dere', 'watched', 'the', 'news', '..', 'eat', 'nuts', 'fruits', 'drink', 'diluted', 'chivas', 'n', 'it', 'costs', '$', '42.18', '@_@', 'high', 'expense', '...', 'he', 'left', 'at', '10+pm', '..', 'n', 'b4', '11', 'pm', 'my', 'mum', 'n', 'i', 'left', 'too', '..')"				False
eat	ate	Yes, i ate indian food.	8664	7	3	('Yes', ',', 'i', 'ate', 'indian', 'food', '.')				False
eat	eat	I used to be the other people in the store - the ones wandering around looking like some kind of seedy zombie who might shoplift or eat your brains if you blink.	15367	7	26	('I', 'used', 'to', 'be', 'the', 'other', 'people', 'in', 'the', 'store', '-', 'the', 'ones', 'wandering', 'around', 'looking', 'like', 'some', 'kind', 'of', 'seedy', 'zombie', 'who', 'might', 'shoplift', 'or', 'eat', 'your', 'brains', 'if', 'you', 'blink', '.')				False
eat	eat	From there, anne wanted to eat, so we turned onto st. mark's and i got some lunch from a place called vegetarian kitchen and she got a hotdog from a place across the street called eat me.	31979	82	39	"('From', 'there', ',', 'anne', 'wanted', 'to', 'eat', ',', 'so', 'we', 'turned', 'onto', 'st', '.', 'mark', ""'s"", 'and', 'i', 'got', 'some', 'lunch', 'from', 'a', 'place', 'called', 'vegetarian', 'kitchen', 'and', 'she', 'got', 'a', 'hotdog', 'from', 'a', 'place', 'across', 'the', 'street', 'called', 'eat', 'me', '.')"				False
eat	eat	It is very relaxing to look at these birds as they sing and eat.	17025	17	13	('It', 'is', 'very', 'relaxing', 'to', 'look', 'at', 'these', 'birds', 'as', 'they', 'sing', 'and', 'eat', '.')				False
eat	eat	I had no mood to eat	20136	29	5	('I', 'had', 'no', 'mood', 'to', 'eat')				False
eat	eating	All you need to worry about is eating, drinking and dancing.	4594	5	7	('All', 'you', 'need', 'to', 'worry', 'about', 'is', 'eating', ',', 'drinking', 'and', 'dancing', '.')				False
eat	ate	we played on the ps2 for almost 3 hours and ate out for dinner.	6067	1	10	('we', 'played', 'on', 'the', 'ps2', 'for', 'almost', '3', 'hours', 'and', 'ate', 'out', 'for', 'dinner', '.')				False
eat	eat	i dont eat tofu, and i have like no spicy tolerance.	37012	4	3	('i', 'do', 'nt', 'eat', 'tofu', ',', 'and', 'i', 'have', 'like', 'no', 'spicy', 'tolerance', '.')				False
eat	ate	Anyway, we went to airport in the afternoon (his studio was cancelled!haha) and ate nasi bukhari @ t1.	30353	4	16	('Anyway', ',', 'we', 'went', 'to', 'airport', 'in', 'the', 'afternoon', '(', 'his', 'studio', 'was', 'cancelled!haha', ')', 'and', 'ate', 'nasi', 'bukhari', '@', 't1', '.')				False
eat	ate	then, i came home, ate lunch, and went for a run with alexa.	15162	7	6	('then', ',', 'i', 'came', 'home', ',', 'ate', 'lunch', ',', 'and', 'went', 'for', 'a', 'run', 'with', 'alexa', '.')				False
eat	eat	I'm gonna go eat, which is what i do best.	30816	16	5	"('I', ""'m"", 'gon', 'na', 'go', 'eat', ',', 'which', 'is', 'what', 'i', 'do', 'best', '.')"				False
eat	eat	Breakfast clubbers say the motto that he taught us to repeat: 'you will lose it in your gym class if you wait 'til noon to eat.'	35282	9	28	"('Breakfast', 'clubbers', 'say', 'the', 'motto', 'that', 'he', 'taught', 'us', 'to', 'repeat', ':', ""'"", 'you', 'will', 'lose', 'it', 'in', 'your', 'gym', 'class', 'if', 'you', 'wait', ""'"", 'til', 'noon', 'to', 'eat', '.', ""'"")"				False
eat	ate	john.. den as you know they keep claiming that we did(in actual fact we didn't, but i ate it anyway)	16853	31	20	"('john', '..', 'den', 'as', 'you', 'know', 'they', 'keep', 'claiming', 'that', 'we', 'did(in', 'actual', 'fact', 'we', 'did', ""n't"", ',', 'but', 'i', 'ate', 'it', 'anyway', ')')"				False
eat	ate	i ate: spaghetti for lunch, and dinner oddly.	9985	20	1	('i', 'ate', ':', 'spaghetti', 'for', 'lunch', ',', 'and', 'dinner', 'oddly', '.')				False
eat	eating	Please pray i kick up the exercise since i am eating so well.	29264	11	10	('Please', 'pray', 'i', 'kick', 'up', 'the', 'exercise', 'since', 'i', 'am', 'eating', 'so', 'well', '.')				False
eat	eat	We finally have food to eat!	38712	9	5	('We', 'finally', 'have', 'food', 'to', 'eat', '!')				False
eat	eat	Because i have to go eat dinner, but i've got some english stuff to do later  nickmac11:	31751	3768	5	"('Because', 'i', 'have', 'to', 'go', 'eat', 'dinner', ',', 'but', 'i', ""'ve"", 'got', 'some', 'english', 'stuff', 'to', 'do', 'later', ' ', 'nickmac11', ':')"				False
eat	eat	What happened was, his office went out to eat, and during that time she drunk 'a couple' of shots.	24388	2	9	"('What', 'happened', 'was', ',', 'his', 'office', 'went', 'out', 'to', 'eat', ',', 'and', 'during', 'that', 'time', 'she', 'drunk', ""'"", 'a', 'couple', ""'"", 'of', 'shots', '.')"				False
eat	eaten	I feel like i haven't eaten in days.	29401	23	6	"('I', 'feel', 'like', 'i', 'have', ""n't"", 'eaten', 'in', 'days', '.')"				False
eat	eating	scary!) - non-chalantly put salt on the salad my dad was in the middle of eating (see also: caused my mother to laugh until she was wiping away tears) - went for 'tea' with my dad - had a theological discussion with my mother that went really well - saw my 2 year old cousin, got a hug and a pat on the back from him, because he's super-cute - went for a bike ride with my youngest sister - bought a phone for $2.50 at a university or bust yard sale - got on a bus that took a detour through trenton to avoid unnecessary traffic on the 401, saw cfb trenton, sat on the side of the road for a while as our driver had run away to ask for directions - cut my knee rather badly while shaving, bled profusely - started a nasty political discussion between two people who had just met (oops!) - survived without the internet for 3 days, as my parents' modem got hit by lightning or something - found some stories i wrote in grade 8, complete with better-than-i-expected illustrations - came home and promptly ate a quarter of a watermelon        posted by heather ann |  urllink 7:31 am  urllink  postcount('108721311895903111');	34403	1	19	"('scary', '!', ')', '-', 'non', '-', 'chalantly', 'put', 'salt', 'on', 'the', 'salad', 'my', 'dad', 'was', 'in', 'the', 'middle', 'of', 'eating', '(', 'see', 'also', ':', 'caused', 'my', 'mother', 'to', 'laugh', 'until', 'she', 'was', 'wiping', 'away', 'tears', ')', '-', 'went', 'for', ""'"", 'tea', ""'"", 'with', 'my', 'dad', '-', 'had', 'a', 'theological', 'discussion', 'with', 'my', 'mother', 'that', 'went', 'really', 'well', '-', 'saw', 'my', '2', 'year', 'old', 'cousin', ',', 'got', 'a', 'hug', 'and', 'a', 'pat', 'on', 'the', 'back', 'from', 'him', ',', 'because', 'he', ""'s"", 'super', '-', 'cute', '-', 'went', 'for', 'a', 'bike', 'ride', 'with', 'my', 'youngest', 'sister', '-', 'bought', 'a', 'phone', 'for', '$', '2.50', 'at', 'a', 'university', 'or', 'bust', 'yard', 'sale', '-', 'got', 'on', 'a', 'bus', 'that', 'took', 'a', 'detour', 'through', 'trenton', 'to', 'avoid', 'unnecessary', 'traffic', 'on', 'the', '401', ',', 'saw', 'cfb', 'trenton', ',', 'sat', 'on', 'the', 'side', 'of', 'the', 'road', 'for', 'a', 'while', 'as', 'our', 'driver', 'had', 'run', 'away', 'to', 'ask', 'for', 'directions', '-', 'cut', 'my', 'knee', 'rather', 'badly', 'while', 'shaving', ',', 'bled', 'profusely', '-', 'started', 'a', 'nasty', 'political', 'discussion', 'between', 'two', 'people', 'who', 'had', 'just', 'met', '(', 'oops', '!', ')', '-', 'survived', 'without', 'the', 'internet', 'for', '3', 'days', ',', 'as', 'my', 'parents', ""'"", 'modem', 'got', 'hit', 'by', 'lightning', 'or', 'something', '-', 'found', 'some', 'stories', 'i', 'wrote', 'in', 'grade', '8', ',', 'complete', 'with', 'better', '-', 'than', '-', 'i', '-', 'expected', 'illustrations', '-', 'came', 'home', 'and', 'promptly', 'ate', 'a', 'quarter', 'of', 'a', 'watermelon', '       ', 'posted', 'by', 'heather', 'ann', '|', ' ', 'urllink', '7:31', 'am', ' ', 'urllink', ' ', ""postcount('108721311895903111"", ""'"", ')', ';')"				False
eat	eat	Added to that my lecture had improvised the quoth 'i think, therefore i am, to 'i eat, therefore i am'(referring to me,of course) that's it, i'm dragging  myself to the gym!	13761	4	20	"('Added', 'to', 'that', 'my', 'lecture', 'had', 'improvised', 'the', 'quoth', ""'"", 'i', 'think', ',', 'therefore', 'i', 'am', ',', 'to', ""'"", 'i', 'eat', ',', 'therefore', 'i', ""am'(referring"", 'to', 'me', ',', 'of', 'course', ')', 'that', ""'s"", 'it', ',', 'i', ""'m"", 'dragging', ' ', 'myself', 'to', 'the', 'gym', '!')"				False
eat	eat	I don't know what to say about this dessert, it was so rich i could only eat a few bites.	25369	28	18	"('I', 'do', ""n't"", 'know', 'what', 'to', 'say', 'about', 'this', 'dessert', ',', 'it', 'was', 'so', 'rich', 'i', 'could', 'only', 'eat', 'a', 'few', 'bites', '.')"				False
eat	eat	Me: you eat 100 him: you eat 150 me:	26592	14	3	('Me', ':', 'you', 'eat', '100', 'him', ':', 'you', 'eat', '150', 'me', ':')				False
eat	ate	ate wicked montreal bagels n cream cheese in the morning, and got on the road by 9am.	35795	4	0	('ate', 'wicked', 'montreal', 'bagels', 'n', 'cream', 'cheese', 'in', 'the', 'morning', ',', 'and', 'got', 'on', 'the', 'road', 'by', '9', 'am', '.')				False
eat	eating	Another 4 or 5 hours later we're eating meat sticks and having one last beer before the trek back to city.	10597	18	8	"('Another', '4', 'or', '5', 'hours', 'later', 'we', ""'re"", 'eating', 'meat', 'sticks', 'and', 'having', 'one', 'last', 'beer', 'before', 'the', 'trek', 'back', 'to', 'city', '.')"				False
eat	eaten	As the only other guy to have eaten the caviar, you really let your team down by doing it so much slower than chip.	971	23	7	('As', 'the', 'only', 'other', 'guy', 'to', 'have', 'eaten', 'the', 'caviar', ',', 'you', 'really', 'let', 'your', 'team', 'down', 'by', 'doing', 'it', 'so', 'much', 'slower', 'than', 'chip', '.')				False
eat	eaten	It was as fun as having your skin eaten off by a flock of enraged buzzards.	31669	8	8	('It', 'was', 'as', 'fun', 'as', 'having', 'your', 'skin', 'eaten', 'off', 'by', 'a', 'flock', 'of', 'enraged', 'buzzards', '.')				False
eat	eating	But then i start eating again for a while...	4918	29	4	('But', 'then', 'i', 'start', 'eating', 'again', 'for', 'a', 'while', '...')				False
eat	eating	andy is still going strong with not eating meat during lent.	12995	5	7	('andy', 'is', 'still', 'going', 'strong', 'with', 'not', 'eating', 'meat', 'during', 'lent', '.')				False
eat	ate	We ate lunch, and then she went on rathergood.com while i went to my keyboard...and did stuff...and, it was fun...	26575	6	1	('We', 'ate', 'lunch', ',', 'and', 'then', 'she', 'went', 'on', 'rathergood.com', 'while', 'i', 'went', 'to', 'my', 'keyboard', '...', 'and', 'did', 'stuff', '...', 'and', ',', 'it', 'was', 'fun', '...')				False
eat	ate	oh, i think i ate too much and am going to have a tummy ache one so thats good.	1369	2	5	('oh', ',', 'i', 'think', 'i', 'ate', 'too', 'much', 'and', 'am', 'going', 'to', 'have', 'a', 'tummy', 'ache', 'one', 'so', 'that', 's', 'good', '.')				False
eat	eating	This truly sent me over the edge as it ran for about ten very long, very loud minutes, and i sat on the front step barefoot and in my nightgown, eating an apple (organic, pesticide-free, from one of my apple trees in the yard) til the cop showed up.	32189	6	33	('This', 'truly', 'sent', 'me', 'over', 'the', 'edge', 'as', 'it', 'ran', 'for', 'about', 'ten', 'very', 'long', ',', 'very', 'loud', 'minutes', ',', 'and', 'i', 'sat', 'on', 'the', 'front', 'step', 'barefoot', 'and', 'in', 'my', 'nightgown', ',', 'eating', 'an', 'apple', '(', 'organic', ',', 'pesticide', '-', 'free', ',', 'from', 'one', 'of', 'my', 'apple', 'trees', 'in', 'the', 'yard', ')', 'til', 'the', 'cop', 'showed', 'up', '.')				False
eat	eat	but my friend shirley convinced me to eat one	36973	40	7	('but', 'my', 'friend', 'shirley', 'convinced', 'me', 'to', 'eat', 'one')				False
eat	eating	I am only eating enough to get by.	29321	6	3	('I', 'am', 'only', 'eating', 'enough', 'to', 'get', 'by', '.')				False
eat	eat	'i told them i would move here just so i could eat here everyday.'	21336	62	12	"(""'"", 'i', 'told', 'them', 'i', 'would', 'move', 'here', 'just', 'so', 'i', 'could', 'eat', 'here', 'everyday', '.', ""'"")"				False
eat	eating	I was eating handfuls of m&m's with handfuls of pretzels, and i gotta say - it was pretty good.	38805	3	2	"('I', 'was', 'eating', 'handfuls', 'of', 'm&m', ""'s"", 'with', 'handfuls', 'of', 'pretzels', ',', 'and', 'i', 'got', 'ta', 'say', '-', 'it', 'was', 'pretty', 'good', '.')"				False
eat	ate	i have really bad cramps and am really pmsy, so im going to go eat (even though i just ate like six pieces of pizza, four breadsticks, a salad, and three cinnamon rolls...	33013	16	22	('i', 'have', 'really', 'bad', 'cramps', 'and', 'am', 'really', 'pmsy', ',', 'so', 'i', 'm', 'going', 'to', 'go', 'eat', '(', 'even', 'though', 'i', 'just', 'ate', 'like', 'six', 'pieces', 'of', 'pizza', ',', 'four', 'breadsticks', ',', 'a', 'salad', ',', 'and', 'three', 'cinnamon', 'rolls', '...')				False
eat	ate	We ate at a great little restaruant and saw  urllink the fat kid  from 'the sandlot'.	38604	4	1	"('We', 'ate', 'at', 'a', 'great', 'little', 'restaruant', 'and', 'saw', ' ', 'urllink', 'the', 'fat', 'kid', ' ', 'from', ""'"", 'the', 'sandlot', ""'"", '.')"				False
eat	eating	Is kde eating your life?	19885	8	2	('Is', 'kde', 'eating', 'your', 'life', '?')				False
eat	ate	His father ate nothing.	12686	36	2	('His', 'father', 'ate', 'nothing', '.')				False
eat	eat	As we finally sat down to eat alex asked me if i was laughing about the man in front of us, so i explain the groper guy, who alex didn't notice at all, and then i asked what he had been laughing about.	16692	34	6	"('As', 'we', 'finally', 'sat', 'down', 'to', 'eat', 'alex', 'asked', 'me', 'if', 'i', 'was', 'laughing', 'about', 'the', 'man', 'in', 'front', 'of', 'us', ',', 'so', 'i', 'explain', 'the', 'groper', 'guy', ',', 'who', 'alex', 'did', ""n't"", 'notice', 'at', 'all', ',', 'and', 'then', 'i', 'asked', 'what', 'he', 'had', 'been', 'laughing', 'about', '.')"				False
eat	eaten	Last soda drank: diet vanilla coke last ice cream eaten: vanilla bean w/ chocolate syrup last time scolded: for my $188 phonne bill last shirt worn: baby blue polo last webpage visited: xanga	5075	18	10	('Last', 'soda', 'drank', ':', 'diet', 'vanilla', 'coke', 'last', 'ice', 'cream', 'eaten', ':', 'vanilla', 'bean', 'w/', 'chocolate', 'syrup', 'last', 'time', 'scolded', ':', 'for', 'my', '$', '188', 'phonne', 'bill', 'last', 'shirt', 'worn', ':', 'baby', 'blue', 'polo', 'last', 'webpage', 'visited', ':', 'xanga')				False
