,lemma,verb form,percent as verb,percent as propn,Count as verb,Sentence,Doc index,Sent index,index of verb,tokenized sentence,total open class,BERT tag,BERT replacements,entropy,%OPENCLASS,POS PREDICTIONS,ROBERTA REPLACEMENTS
180,gas,gassed,0.0074257425742574,0.0123762376237623,3,"Soon hundreds, maybe thousands will be gassed or diseased, and your suspicions will be quickly and effectively proved true!",2349,2,7,"('Soon', 'hundreds', ',', 'maybe', 'thousands', 'will', 'be', 'gassed', 'or', 'diseased', ',', 'and', 'your', 'suspicions', 'will', 'be', 'quickly', 'and', 'effectively', 'proved', 'true', '!')",404.0,VERB,"['dead', 'killed', 'infected', 'sick', 'lost']",0.1592269542168302,1.0,ADJ,"['sick', 'ill', 'dead', 'blind', 'killed']"
181,degree,degrees,0.0030487804878048,0.0182926829268292,2,"Oh yes, and did I mention that it`s -10 degrees outside and still snowing.",15060,35,10,"('Oh', 'yes', ',', 'and', 'did', 'I', 'mention', 'that', 'it`s', '-10', 'degrees', 'outside', 'and', 'still', 'snowing', '.')",656.0,VERB,"['degrees', 'ampm', 'minutes', 'hours']",0.1615348083662964,1.0,NOUN,"['C', 'F', 'here', 'C', 'F']"
182,degree,degrees,0.0030487804878048,0.0182926829268292,2,education           Hampton Normal and Agricultural Institute       Honorary degrees from Harvard and Dartmouth                philosophy           argued that self-reliance was the key to improved conditions for 'Blacks' in the US       advised 'Blacks' to 'compromise' and accept segregation         controversy           labeled an 'accomodator' by W. E. B. Du Bois for 'compromise' position on segregation       'Think about it: We went into slavery pagans; we came out Christians.,11328,1,9,"('education', '          ', 'Hampton', 'Normal', 'and', 'Agricultural', 'Institute', '      ', 'Honorary', 'degrees', 'from', 'Harvard', 'and', 'Dartmouth', '               ', 'philosophy', '          ', 'argued', 'that', 'self', '-', 'reliance', 'was', 'the', 'key', 'to', 'improved', 'conditions', 'for', ""'"", 'Blacks', ""'"", 'in', 'the', 'US', '      ', 'advised', ""'"", 'Blacks', ""'"", 'to', ""'"", 'compromise', ""'"", 'and', 'accept', 'segregation', '        ', 'controversy', '          ', 'labeled', 'an', ""'"", 'accomodator', ""'"", 'by', 'W.', 'E.', 'B.', 'Du', 'Bois', 'for', ""'"", 'compromise', ""'"", 'position', 'on', 'segregation', '      ', ""'"", 'Think', 'about', 'it', ':', 'We', 'went', 'into', 'slavery', 'pagans', ';', 'we', 'came', 'out', 'Christians', '.')",656.0,NOUN,"['degrees', 'Doctorate', 'doctorate', 'PhD', 'professors']",0.1615348083662964,1.0,PROPN,"['students', 'Doctor', 'Professor', 'Medal', 'degree']"
183,gig,gig,0.0035460992907801,0.0177304964539007,1,I'm off on my short holibobs now peeps and I'll be back on friday night for the red hot chili peppers gig in Manchester.,35947,0,23,"('I', ""'m"", 'off', 'on', 'my', 'short', 'holibobs', 'now', 'peeps', 'and', 'I', ""'ll"", 'be', 'back', 'on', 'friday', 'night', 'for', 'the', 'red', 'hot', 'chili', 'peppers', 'gig', 'in', 'Manchester', '.')",282.0,NOUN,"['festival', 'out', 'back', 'over', 'down']",0.1623797547207387,1.0,NOUN,"['here', 'BBQ', 'party', 'festival', 'show']"
184,harry,harried,0.0081521739130434,0.9809782608695652,3,"Even through seasons when Rain is hardly to fall, she feels at a loss, confused, harried - the day will get warmer, rain will fall.",22289,11,18,"('Even', 'through', 'seasons', 'when', 'Rain', 'is', 'hardly', 'to', 'fall', ',', 'she', 'feels', 'at', 'a', 'loss', ',', 'confused', ',', 'harried', '-', 'the', 'day', 'will', 'get', 'warmer', ',', 'rain', 'will', 'fall', '.')",368.0,ADJ,"['afraid', 'scared', 'unsure', 'frightened', 'lost']",0.1634710872782203,0.989247311827957,VERB,"['worried', 'wondering', 'afraid', 'hoping', 'thinking']"
185,harry,harried,0.0081521739130434,0.9809782608695652,3,"It smells like home, like a weekday dinnertime when a family's house is quiet after a day of harried activities and mouths are watering.",491,3,20,"('It', 'smells', 'like', 'home', ',', 'like', 'a', 'weekday', 'dinnertime', 'when', 'a', 'family', ""'s"", 'house', 'is', 'quiet', 'after', 'a', 'day', 'of', 'harried', 'activities', 'and', 'mouths', 'are', 'watering', '.')",368.0,ADJ,"['outdoor', 'family', 'social', 'normal', 'everyday']",0.1634710872782203,0.989247311827957,ADJ,"['outdoor', 'family', 'busy', 'fun', 'exciting']"
186,harry,harried,0.0081521739130434,0.9809782608695652,3,"Winter brings the snow that quiets and cleanses everything under its blanket, and this usually brings rest from the harried school days.",514,4,20,"('Winter', 'brings', 'the', 'snow', 'that', 'quiets', 'and', 'cleanses', 'everything', 'under', 'its', 'blanket', ',', 'and', 'this', 'usually', 'brings', 'rest', 'from', 'the', 'harried', 'school', 'days', '.')",368.0,ADJ,"['high', 'normal', 'old', 'winter', 'bad']",0.1634710872782203,0.989247311827957,ADJ,"['long', 'busy', 'hard', 'crazy', 'hot']"
187,wisdom,wisdoms,0.0042553191489361,0.0170212765957446,1,"I tend to order a lot of Chinese food, so I've decided to put up my favorite Fortune Cookie wisdoms whenever I encounter them.",585,0,21,"('I', 'tend', 'to', 'order', 'a', 'lot', 'of', 'Chinese', 'food', ',', 'so', 'I', ""'ve"", 'decided', 'to', 'put', 'up', 'my', 'favorite', 'Fortune', 'Cookie', 'wisdoms', 'whenever', 'I', 'encounter', 'them', '.')",235.0,PROPN,"['posters', 'list', 'cards', 'menu', 'card']",0.1639096626619942,1.0,PROPN,"['restaurants', 'pictures', 'places', 'recipe', 'Restaurants']"
188,weekend,weekend,0.0005906674542232,0.0221500295333727,2,"i just wanted to say how thankful i am to GOD and to EVERYONE for making LSS weekend my most exciting, sorrowful, joyful, humbling experience ever!!!",33145,30,17,"('i', 'just', 'wanted', 'to', 'say', 'how', 'thankful', 'i', 'am', 'to', 'GOD', 'and', 'to', 'EVERYONE', 'for', 'making', 'LSS', 'weekend', 'my', 'most', 'exciting', ',', 'sorrowful', ',', 'joyful', ',', 'humbling', 'experience', 'ever', '!', '!', '!')",3386.0,SYM,['##IONAEUIVE'],0.1643949161337493,1.0,NUM,"['2017', '2018', '2016', '2014', '2013']"
189,weekend,weekend,0.0005906674542232,0.0221500295333727,2,"It was supposed to be moms weekend with us kids, but she got the chance to go on a sailing trip the last couple of days.",35967,0,6,"('It', 'was', 'supposed', 'to', 'be', 'moms', 'weekend', 'with', 'us', 'kids', ',', 'but', 'she', 'got', 'the', 'chance', 'to', 'go', 'on', 'a', 'sailing', 'trip', 'the', 'last', 'couple', 'of', 'days', '.')",3386.0,NOUN,"[',', 'time', 'day', 'Christmas', 'coming']",0.1643949161337493,1.0,NOUN,"['time', 'day', 'vacation', 'days', 'weekend']"
190,table,tabled,0.0009407337723424,0.0188146754468485,1,"not only did they refuse to do so, but when she tabled that idea as a motion, the council also turned it down.",17812,16,12,"('not', 'only', 'did', 'they', 'refuse', 'to', 'do', 'so', ',', 'but', 'when', 'she', 'tabled', 'that', 'idea', 'as', 'a', 'motion', ',', 'the', 'council', 'also', 'turned', 'it', 'down', '.')",1063.0,VERB,"['presented', 'proposed', 'put', 'saw', 'took']",0.1652136638007754,1.0,VERB,"['submitted', 'brought', 'put', 'raised', 'offered']"
191,camera,caMeRa,0.0014430014430014,0.0187590187590187,1,daT i will waN mA caMeRa n sTaRt poSing,32949,12,5,"('daT', 'i', 'will', 'waN', 'mA', 'caMeRa', 'n', 'sTaRt', 'poSing')",693.0,PUNCT,"[""'"", '-.,', '/']",0.1657279514557197,1.0,PROPN,"['y', 'I', 'R', 'r', 'Y']"
192,feedback,Feedback,0.0142857142857142,0.0071428571428571,2,"Feedback, anyone? :D",36133,15,0,"('Feedback', ',', 'anyone', '?', ':D')",140.0,PRON,"['Um', 'Who', 'Anyone', 'You', 'Me']",0.1690659071907368,0.9929078014184396,INTJ,"['Help', 'Hello', 'Please', 'Hey', 'help']"
193,feedback,Feedback,0.0142857142857142,0.0071428571428571,2,"Feedback  from  Soo Hian  Thursday, March 25, 2004 11:30 PM   hi  xai's idea is quite ok, but the ending is a bit weak... might need to work on it... becos the story might be quite predictable or absurd, like when the girl takes phots of the guy and threatens him...",35400,40,0,"('Feedback', ' ', 'from', ' ', 'Soo', 'Hian', ' ', 'Thursday', ',', 'March', '25', ',', '2004', '11:30', 'PM', '  ', 'hi', ' ', 'xai', ""'s"", 'idea', 'is', 'quite', 'ok', ',', 'but', 'the', 'ending', 'is', 'a', 'bit', 'weak', '...', 'might', 'need', 'to', 'work', 'on', 'it', '...', 'becos', 'the', 'story', 'might', 'be', 'quite', 'predictable', 'or', 'absurd', ',', 'like', 'when', 'the', 'girl', 'takes', 'phots', 'of', 'the', 'guy', 'and', 'threatens', 'him', '...')",140.0,PUNCT,"['-', '(', '""', 'Letter', 'quote']",0.1690659071907368,0.9929078014184396,NOUN,"['Comment', 'Reply', 'Review', 'Quote', 'Comments']"
194,morning,MORNING,0.0002271178741766,0.0227117874176697,1,MORNING TO 12 NOON I met H @ 9AM to accompany him to a day at an amusement park with the other school grads.,16936,0,0,"('MORNING', 'TO', '12', 'NOON', 'I', 'met', 'H', '@', '9AM', 'to', 'accompany', 'him', 'to', 'a', 'day', 'at', 'an', 'amusement', 'park', 'with', 'the', 'other', 'school', 'grads', '.')",4403.0,NUM,"['10', 'Monday', '11', '12', '9']",0.1699352853343301,1.0,NUM,"['9', '10', '8', '11', '7']"
195,belief,belief,0.0071942446043165,0.014388489208633,3,when i went back to the doctor he couldn't belief my lack of progress.,4827,17,10,"('when', 'i', 'went', 'back', 'to', 'the', 'doctor', 'he', 'could', ""n't"", 'belief', 'my', 'lack', 'of', 'progress', '.')",417.0,VERB,"['see', 'notice', 'understand', 'believe', 'appreciate']",0.1700565661764127,1.0,VERB,"['see', 'understand', 'believe', 'explain', 'help']"
196,belief,belief,0.0071942446043165,0.014388489208633,3,"erm,..they gonna have it published,... gave me the copy-right copy,.. also state that it'll be make in a table mat form,..wahhh,... still dun belief it,....",13843,2,37,"('erm,', '..', 'they', 'gon', 'na', 'have', 'it', 'published', ',', '...', 'gave', 'me', 'the', 'copy', '-', 'right', 'copy', ',', '..', 'also', 'state', 'that', 'it', ""'ll"", 'be', 'make', 'in', 'a', 'table', 'mat', 'form,', '..', 'wahhh', ',', '...', 'still', 'dun', 'belief', 'it', ',', '....')",417.0,ADV,"[""'"", 'on', 'over', 'have', 'with']",0.1700565661764127,1.0,ADV,"['no', 'king', 'na', 'ning', 'know']"
197,belief,beliefs,0.0071942446043165,0.014388489208633,3,And I love that he beliefs in god so strongly.,39007,6,5,"('And', 'I', 'love', 'that', 'he', 'beliefs', 'in', 'god', 'so', 'strongly', '.')",417.0,VERB,"['believes', 'believed', 'believe', 'thinks', 'speaks']",0.1700565661764127,1.0,VERB,"['believe', 'is', 'trust', 'lives', 'faith']"
198,purpose,purposes,0.006060606060606,0.0075757575757575,4,"For all intents and purposes my initial, but admittedly cursory, inspection of these textile products led me to believe that they were of shoddy construction and decidedly uncomfortable both in shape and material texture.",19580,22,4,"('For', 'all', 'intents', 'and', 'purposes', 'my', 'initial', ',', 'but', 'admittedly', 'cursory', ',', 'inspection', 'of', 'these', 'textile', 'products', 'led', 'me', 'to', 'believe', 'that', 'they', 'were', 'of', 'shoddy', 'construction', 'and', 'decidedly', 'uncomfortable', 'both', 'in', 'shape', 'and', 'material', 'texture', '.')",660.0,VERB,"['purposes', 'reason', 'purpose', 'effect', 'ends']",0.1707903793009836,0.9984871406959152,VERB,"['including', 'purpose', 'means', 'reasons', 'pieces']"
199,purpose,purposes,0.006060606060606,0.0075757575757575,4,I have complete faith that God will use this time for whatever He purposes.,18445,8,13,"('I', 'have', 'complete', 'faith', 'that', 'God', 'will', 'use', 'this', 'time', 'for', 'whatever', 'He', 'purposes', '.')",660.0,VERB,"['wants', 'desires', 'wishes', 'needs', 'seeks']",0.1707903793009836,0.9984871406959152,VERB,"['wants', 'will', 'needs', 'can', 'intended']"
200,purpose,purposes,0.006060606060606,0.0075757575757575,4,"Create a standard that says, 'God is in control, and He purposes things to happen.'",24650,33,14,"('Create', 'a', 'standard', 'that', 'says', ',', ""'"", 'God', 'is', 'in', 'control', ',', 'and', 'He', 'purposes', 'things', 'to', 'happen', '.', ""'"")",660.0,VERB,"['causes', 'allows', 'wants', 'commands', 'expects']",0.1707903793009836,0.9984871406959152,VERB,"['wants', 'causes', 'allows', 'forces', 'needs']"
201,purpose,Purpose,0.006060606060606,0.0075757575757575,4,Purpose with innocence.,29414,35,0,"('Purpose', 'with', 'innocence', '.')",660.0,VERB,"['Blessed', 'Not', 'But', 'And', 'Blind']",0.1707903793009836,0.9984871406959152,VERB,"['Start', 'starting', 'start', 'started', 'beginning']"
202,oop,oops,0.0108695652173913,0.0108695652173913,1,oops one too many hee hees,1872,0,0,"('oops', 'one', 'too', 'many', 'hee', 'hees')",92.0,CCONJ,"['Not', 'And', 'Just', 'But', 'Maybe']",0.1728361009518963,1.0,ADV,"['Just', 'just', 'is', 'Only', 'and']"
203,path,path,0.0038535645472061,0.0192678227360308,2,"To be honest I think I just had the same two dreams over and over, like two planetary orbits, and every now and again they would cross each others path, causing me to swap over and follow an orbit until they crossed again and I could swap back, and so on and so forthâ¦ zzzzz.",32988,3,31,"('To', 'be', 'honest', 'I', 'think', 'I', 'just', 'had', 'the', 'same', 'two', 'dreams', 'over', 'and', 'over', ',', 'like', 'two', 'planetary', 'orbits', ',', 'and', 'every', 'now', 'and', 'again', 'they', 'would', 'cross', 'each', 'others', 'path', ',', 'causing', 'me', 'to', 'swap', 'over', 'and', 'follow', 'an', 'orbit', 'until', 'they', 'crossed', 'again', 'and', 'I', 'could', 'swap', 'back', ',', 'and', 'so', 'on', 'and', 'so', 'forth', 'â\x80¦', 'zzzzz', '.')",519.0,NOUN,"['orbit', 'again', 'way', 'hands', 'orbits']",0.1736540366246105,1.0,NOUN,"['orbit', 'path', 'way', 'route', 'space']"
204,path,paths,0.0038535645472061,0.0192678227360308,2,"Nother paths unreal, never cross ways.",21327,2,1,"('Nother', 'paths', 'unreal', ',', 'never', 'cross', 'ways', '.')",519.0,AUX,"['was', 'is,', 'be', 'were']",0.1736540366246105,1.0,PUNCT,"[',', 's', 'is', 'n', ':']"
205,sheet,sheeting,0.0133333333333333,0.0088888888888888,3,Note that the water is  sheeting  over the sand on the beach.,6004,5,6,"('Note', 'that', 'the', 'water', 'is', ' ', 'sheeting', ' ', 'over', 'the', 'sand', 'on', 'the', 'beach', '.')",225.0,VERB,"['all', 'flowing', 'just', 'washed', 'running']",0.1753188602055323,1.0,ADV,"['just', 'all', 'running', 'not', 'directly']"
206,sheet,sheeting,0.0133333333333333,0.0088888888888888,3,"Heavy rolls of thunder, grumbling around the area, lightening sheeting across the steely sky.",14218,1,11,"('Heavy', 'rolls', 'of', 'thunder', ',', 'grumbling', 'around', 'the', 'area', ',', 'lightening', 'sheeting', 'across', 'the', 'steely', 'sky', '.')",225.0,ADP,"['up', 'down', 'all', 'out', 'it']",0.1753188602055323,1.0,ADP,"['out', 'up', 'back', 'down', 'hard']"
207,sheet,sheets,0.0133333333333333,0.0088888888888888,3,"so here you are: last night: ben sheets Mil: he turned in the performance of the night and left w/ a ND.  9 innings of 1-hit scoreless ball, but the game went to 15 i believe.",854,4,9,"('so', 'here', 'you', 'are', ':', 'last', 'night', ':', 'ben', 'sheets', 'Mil', ':', 'he', 'turned', 'in', 'the', 'performance', 'of', 'the', 'night', 'and', 'left', 'w/', 'a', 'ND', '.', ' ', '9', 'innings', 'of', '1', '-', 'hit', 'scoreless', 'ball', ',', 'but', 'the', 'game', 'went', 'to', '15', 'i', 'believe', '.')",225.0,PUNCT,"['##e', ':', '-', '/.']",0.1753188602055323,1.0,PROPN,"['ny', 'son', 'ji', 'nie', 'n']"
208,colleague,colleagues,0.0075187969924812,0.0150375939849624,1,"As noted by van Vuuren and colleagues other yeasts that have been created experimentally with interesting properties:  â¢ Resistance to toxins that kill yeasts  â¢ Can convert sugar to lactic acid  â¢ Breaks down grape particles in must for greater color and juice and better precipitation of particulate matter  â¢ Enhancing glycerol production for greater extract and mouth feel  â¢ Cleaves glycosidic link of bouquet precursors for greater floral aromas  Linda Bisson, a professor at UC Davis, regards a special goal in warm climates creating yeast that converts sugar to alcohol less efficiently, likely by producing other beneficial compounds.",21914,135,6,"('As', 'noted', 'by', 'van', 'Vuuren', 'and', 'colleagues', 'other', 'yeasts', 'that', 'have', 'been', 'created', 'experimentally', 'with', 'interesting', 'properties', ':', ' ', 'â\x80¢', 'Resistance', 'to', 'toxins', 'that', 'kill', 'yeasts', ' ', 'â\x80¢', 'Can', 'convert', 'sugar', 'to', 'lactic', 'acid', ' ', 'â\x80¢', 'Breaks', 'down', 'grape', 'particles', 'in', 'must', 'for', 'greater', 'color', 'and', 'juice', 'and', 'better', 'precipitation', 'of', 'particulate', 'matter', ' ', 'â\x80¢', 'Enhancing', 'glycerol', 'production', 'for', 'greater', 'extract', 'and', 'mouth', 'feel', ' ', 'â\x80¢', 'Cleaves', 'glycosidic', 'link', 'of', 'bouquet', 'precursors', 'for', 'greater', 'floral', 'aromas', ' ', 'Linda', 'Bisson', ',', 'a', 'professor', 'at', 'UC', 'Davis', ',', 'regards', 'a', 'special', 'goal', 'in', 'warm', 'climates', 'creating', 'yeast', 'that', 'converts', 'sugar', 'to', 'alcohol', 'less', 'efficiently', ',', 'likely', 'by', 'producing', 'other', 'beneficial', 'compounds', '.')",133.0,ADJ,"['several', 'many', 'the', 'some', 'various']",0.1762763024658582,1.0,ADJ,"['several', 'many', 'some', 'the', 'two']"
209,poem,poems,0.0022321428571428,0.0223214285714285,1,"I will post the other things we read in Latin, and the e.e. cummings poems",5219,2,16,"('I', 'will', 'post', 'the', 'other', 'things', 'we', 'read', 'in', 'Latin', ',', 'and', 'the', 'e.e', '.', 'cummings', 'poems')",448.0,PUNCT,"['.', ';!?...']",0.1770866650919006,1.0,PUNCT,"['.', ':', ':', '</s>', '!']"
210,folk,folks,0.0015847860538827,0.0237717908082408,1,"I don't have anything to post today, but since I'm going to be a little more active on this site from now on, I was just curious what kind of things you folks out there think we could do to improve Caliblog.",38676,0,36,"('I', 'do', ""n't"", 'have', 'anything', 'to', 'post', 'today', ',', 'but', 'since', 'I', ""'m"", 'going', 'to', 'be', 'a', 'little', 'more', 'active', 'on', 'this', 'site', 'from', 'now', 'on', ',', 'I', 'was', 'just', 'curious', 'what', 'kind', 'of', 'things', 'you', 'folks', 'out', 'there', 'think', 'we', 'could', 'do', 'to', 'improve', 'Caliblog', '.')",631.0,PRON,"['guys', 'people', 'have', 'are', 'two']",0.1790943596838355,1.0,PRON,"['guys', 'people', 'folks', 'all', 'readers']"
211,safe,safes,0.0035026269702276,0.0175131348511383,2,"If it must be that the language starts to support this kind of pattern ( of what I am not so terribly sure ), then please, with sugger on top, make it easy to read, nice to look at, and in a way that safes you a lot of typing.",11433,29,49,"('If', 'it', 'must', 'be', 'that', 'the', 'language', 'starts', 'to', 'support', 'this', 'kind', 'of', 'pattern', '(', 'of', 'what', 'I', 'am', 'not', 'so', 'terribly', 'sure', ')', ',', 'then', 'please', ',', 'with', 'sugger', 'on', 'top', ',', 'make', 'it', 'easy', 'to', 'read', ',', 'nice', 'to', 'look', 'at', ',', 'and', 'in', 'a', 'way', 'that', 'safes', 'you', 'a', 'lot', 'of', 'typing', '.')",571.0,VERB,"['saves', 'gives', 'allows', 'gets', 'does']",0.1792751788837529,1.0,VERB,"['save', 'costs', 'spare', 'gives', 'gets']"
212,safe,safe,0.0035026269702276,0.0175131348511383,2,"Back to the movie,i think i m so impressed for the part tat the spidey 1st time show his face at public to safe the train passengers.",32567,7,25,"('Back', 'to', 'the', 'movie', ',', 'i', 'think', 'i', 'm', 'so', 'impressed', 'for', 'the', 'part', 'tat', 'the', 'spidey', '1st', 'time', 'show', 'his', 'face', 'at', 'public', 'to', 'safe', 'the', 'train', 'passengers', '.')",571.0,VERB,"['all', 'see', 'meet', 'greet', 'entertain']",0.1792751788837529,1.0,VERB,"['all', 'see', 'show', 'face', 'impress']"
213,member,member,0.0009345794392523,0.025233644859813,1,"Megan~ Girl you kewl as hell, you member those blue balls and shit too.",18516,22,8,"('Megan~', 'Girl', 'you', 'kewl', 'as', 'hell', ',', 'you', 'member', 'those', 'blue', 'balls', 'and', 'shit', 'too', '.')",1070.0,VERB,"['got', 'have', 'get', 'want', 'know']",0.1806124771271828,1.0,VERB,"['got', 'have', 'get', 'love', 'like']"
214,couch,couched,0.0078740157480314,0.0157480314960629,3,Much was couched in the application to family life but each line of questioning seemed to lead to God's path.,17231,11,2,"('Much', 'was', 'couched', 'in', 'the', 'application', 'to', 'family', 'life', 'but', 'each', 'line', 'of', 'questioning', 'seemed', 'to', 'lead', 'to', 'God', ""'s"", 'path', '.')",381.0,VERB,"['said', 'discussed', 'done', 'revealed', 'given']",0.1830126986778939,1.0,ADJ,"['difficult', 'challenging', 'lost', 'different', 'new']"
215,couch,couch,0.0078740157480314,0.0157480314960629,3,"Personally I fell into Anjanâs trap at the start of the year, I thought he was a lazy pig who would couch up and do nothing at home.",930,12,23,"('Personally', 'I', 'fell', 'into', 'Anjan', 'â\x80\x99s', 'trap', 'at', 'the', 'start', 'of', 'the', 'year', ',', 'I', 'thought', 'he', 'was', 'a', 'lazy', 'pig', 'who', 'would', 'couch', 'up', 'and', 'do', 'nothing', 'at', 'home', '.')",381.0,VERB,"['grow', 'give', 'get', 'shut', 'stand']",0.1830126986778939,1.0,VERB,"['wake', 'get', 'stay', 'throw', 'dress']"
216,couch,couch,0.0078740157480314,0.0157480314960629,3,"'Nice,' because we presently couch our decisions to terminate people's lives on high-minded premises like being deformed or unwanted, rather than racial supremacy or  lebensraum .",22206,77,7,"(""'"", 'Nice', ',', ""'"", 'because', 'we', 'presently', 'couch', 'our', 'decisions', 'to', 'terminate', 'people', ""'s"", 'lives', 'on', 'high', '-', 'minded', 'premises', 'like', 'being', 'deformed', 'or', 'unwanted', ',', 'rather', 'than', 'racial', 'supremacy', 'or', ' ', 'lebensraum', '.')",381.0,VERB,"['base', 'make', 'put', 'based', 'have']",0.1830126986778939,1.0,VERB,"['base', 'based', 'make', 'bases', 'basis']"
217,d.,d.,0.0180722891566265,0.9759036144578314,3,on wed. the onlie im doin is goin to church at nite!,12828,10,2,"('on', 'we', 'd.', 'the', 'onlie', 'i', 'm', 'doin', 'is', 'goin', 'to', 'church', 'at', 'nite', '!')",166.0,VERB,"['##e', 'know', 'hear', 'thinkr']",0.1834093833380531,1.0,VERB,"['go', 'are', 'speak', 'e', 'd']"
218,d.,d.,0.0180722891566265,0.9759036144578314,3,"i've been a customer there for 2 years, have a debit card there, had my ss card, 2 picture ids, but no drivers license - i lost it about 4 months ago.  and the fucking bitch there wouldn't notorize it because i didn't have the proper id.   fucking ho.",3071,1,56,"('i', ""'ve"", 'been', 'a', 'customer', 'there', 'for', '2', 'years', ',', 'have', 'a', 'debit', 'card', 'there', ',', 'had', 'my', 'ss', 'card', ',', '2', 'picture', 'ids', ',', 'but', 'no', 'drivers', 'license', '-', 'i', 'lost', 'it', 'about', '4', 'months', 'ago', '.', ' ', 'and', 'the', 'fucking', 'bitch', 'there', 'would', ""n't"", 'notorize', 'it', 'because', 'i', 'did', ""n't"", 'have', 'the', 'proper', 'i', 'd.', '  ', 'fucking', 'ho', '.')",166.0,NOUN,"['-,', ""'."", 'am']",0.1834093833380531,1.0,NOUN,"['d', '-', 'd', '.', 'i']"
219,d.,d.,0.0180722891566265,0.9759036144578314,3,"It started out really good and exciting, and then come Wed. it just stopped",6201,1,12,"('It', 'started', 'out', 'really', 'good', 'and', 'exciting', ',', 'and', 'then', 'come', 'We', 'd.', 'it', 'just', 'stopped')",166.0,VERB,"['know', 'had', 'got', 'have', 'did']",0.1834093833380531,1.0,VERB,"['nt', 'd', 'ar', 'e', 'played']"
220,midst,Midst,0.0117647058823529,0.0117647058823529,1,"Midst my reminisce, I found these following links that remind me of what I used to do....of who I used to be...   urlLink Battling for Parking Spaces    urlLink",29354,2,0,"('Midst', 'my', 'reminisce', ',', 'I', 'found', 'these', 'following', 'links', 'that', 'remind', 'me', 'of', 'what', 'I', 'used', 'to', 'do', '....', 'of', 'who', 'I', 'used', 'to', 'be', '...', '  ', 'urlLink', 'Battling', 'for', 'Parking', 'Spaces', '   ', 'urlLink')",85.0,ADP,"['In', 'During', 'Throughout', 'Through', 'in']",0.1843524325871753,1.0,ADP,"['In', 'During', 'Through', 'On', 'From']"
221,section,section,0.0047393364928909,0.0173775671406003,3,Old Navy - the guys section...,23676,63,5,"('Old', 'Navy', '-', 'the', 'guys', 'section', '...')",633.0,AUX,"['are', 'were.', 'who', 'that']",0.1866734010364342,1.0,PRON,"['who', 'and', 'are', 'that', 'in']"
222,section,sectioned,0.0047393364928909,0.0173775671406003,3,Squinty has sectioned off parts of the apartment complex as his own.,22732,21,2,"('Squinty', 'has', 'sectioned', 'off', 'parts', 'of', 'the', 'apartment', 'complex', 'as', 'his', 'own', '.')",633.0,VERB,"['sold', 'bought', 'passed', 'signed', 'written']",0.1866734010364342,1.0,VERB,"['signed', 'written', 'sold', 'marked', 'bought']"
223,section,section,0.0047393364928909,0.0173775671406003,3,"And upon further scrutiny of the sidebar, I realized what it was missing -- my links section!",11461,3,17,"('And', 'upon', 'further', 'scrutiny', 'of', 'the', 'sidebar', ',', 'I', 'realized', 'what', 'it', 'was', 'missing', '--', 'my', 'links', 'section', '!')",633.0,PUNCT,"['!', 'too', '-...', 'again']",0.1866734010364342,1.0,PUNCT,"['...', 'page', '...', '!', 'pages']"
224,guy,guy,0.0002672010688042,0.0275217100868403,2,"obviously i'm not the first person to post about this, and i feel bad for rehashing an unoriginal topic, but here's my take on what playing a game of poker with Slipknot would be like:  Dealer:  Action is $2 to guy with mask.",32453,0,49,"('obviously', 'i', ""'m"", 'not', 'the', 'first', 'person', 'to', 'post', 'about', 'this', ',', 'and', 'i', 'feel', 'bad', 'for', 'rehashing', 'an', 'unoriginal', 'topic', ',', 'but', 'here', ""'s"", 'my', 'take', 'on', 'what', 'playing', 'a', 'game', 'of', 'poker', 'with', 'Slipknot', 'would', 'be', 'like', ':', ' ', 'Dealer', ':', ' ', 'Action', 'is', '$', '2', 'to', 'guy', 'with', 'mask', '.')",7485.0,PART,"['win', 'play', 'go', 'do', 'lose']",0.1872598762173946,0.9997328703085347,PART,"['play', 'win', 'go', 'start', 'pay']"
225,guy,guies,0.0002672010688042,0.0275217100868403,2,He restores my soul;  He guies me in the paths of righteousness for his name's sake.,19550,32,7,"('He', 'restores', 'my', 'soul', ';', ' ', 'He', 'guies', 'me', 'in', 'the', 'paths', 'of', 'righteousness', 'for', 'his', 'name', ""'s"", 'sake', '.')",7485.0,VERB,"['leads', 'puts', 'guides', 'follows', 'leaves']",0.1872598762173946,0.9997328703085347,VERB,"['places', 'lead', 'takes', 'helps', 'draws']"
226,strength,strength,0.0020449897750511,0.0245398773006134,1,I have always prayed that god would strength me and bring somebody to me that needed god and he did.,13219,3,7,"('I', 'have', 'always', 'prayed', 'that', 'god', 'would', 'strength', 'me', 'and', 'bring', 'somebody', 'to', 'me', 'that', 'needed', 'god', 'and', 'he', 'did', '.')",489.0,VERB,"['find', 'help', 'forgive', 'save', 'love']",0.1873658996490947,1.0,VERB,"['help', 'bless', 'save', 'find', 'touch']"
227,element,element,0.0032362459546925,0.0226537216828478,1,And onother reason is others element thatt make me few unhappy.,32539,2,5,"('And', 'onother', 'reason', 'is', 'others', 'element', 'thatt', 'make', 'me', 'few', 'unhappy', '.')",309.0,PUNCT,"[',', 'and', ';', 'things', '-']",0.1874144610465314,1.0,VERB,"['think', 'and', 'say', ',', 'like']"
